,pospair,negpair
19716,*MOT: shall I throw it to you ?	*CHI: that was a .,*MOT: shall I throw it to you ?	*CHI: a little boy .
19717,*MOT: are you ready ?	*CHI: that was a big one .,*MOT: are you ready ?	*CHI: that's a our car .
19718,*MOT: are you ready ?	*CHI: let me have it .,*MOT: are you ready ?	*CHI: uhhuh and I'm .
19719,*MOT: and two lemons .	*CHI: where they gone ?,*MOT: and two lemons .	*CHI: I want it .
19720,*MOT: oh my goodness .	*CHI: can he climb around in the pool ?,*MOT: oh my goodness .	*CHI: do you know what a bone is ?
19721,*MOT: so what did you do in school today ?	*CHI: I don't know .,*MOT: so what did you do in school today ?	*CHI: she's a animal .
19722,"*MOT: so why did you not play with anyone else , Helen ?	*CHI: because I don't want to .","*MOT: so why did you not play with anyone else , Helen ?	*CHI: don't mess about with this ."
19723,*MOT: what's the matter ?	*CHI: I don't want a school cardigan .,*MOT: what's the matter ?	*CHI: one two three four five six seven .
19724,*MOT: shall we go back and use them ?	*CHI: I'm the tyrannosaurus .,*MOT: shall we go back and use them ?	*CHI: can you hear someone talking ?
19725,*MOT: are you going to sit next to me ?	*CHI: in a minute .,*MOT: are you going to sit next to me ?	*CHI: neither had I .
19726,"*MOT: do you want me to get something for you , Helen ?	*CHI: no I will .","*MOT: do you want me to get something for you , Helen ?	*CHI: I do fence ."
19727,*MOT: do you want some of your drink ?	*CHI: in a minute .,*MOT: do you want some of your drink ?	*CHI: I saw one .
19728,"*MOT: did Daddy sit on the back of the horse with you ?	*CHI: Mummy , look it's gone .",*MOT: did Daddy sit on the back of the horse with you ?	*CHI: they are all of them here .
19729,*MOT: I'm going to have the ladybird .	*CHI: or do you want this butterfly ?,*MOT: I'm going to have the ladybird .	*CHI: to see Vaavaa .
19730,*MOT: which is delicious .	*CHI: are you sure ?,*MOT: which is delicious .	*CHI: yeah this one .
19731,*MOT: where do you think he is ?	*CHI: I don't know .,*MOT: where do you think he is ?	*CHI: don't want to .
19732,*MOT: is he stuck ?	*CHI: let's stick it on this window .,*MOT: is he stuck ?	*CHI: then there that's the last one .
19733,*MOT: put it back on with this .	*CHI: it's only little ?,*MOT: put it back on with this .	*CHI: he said anana .
19734,"*MOT: we need to tidy all these things away .	*CHI: Mum , where does this go ?",*MOT: we need to tidy all these things away .	*CHI: see all the rocks I found .
19735,*MOT: you wanted to be what ?	*CHI: policeman on that big horse .,*MOT: you wanted to be what ?	*CHI: and we have dessert after .
19736,*MOT: which is your favorite one in the book ?	*CHI: that monkey has got a belly .,*MOT: which is your favorite one in the book ?	*CHI: oh it's a bump head .
19737,*MOT: shall we do the cheeky monkey song ?	*CHI: it's his belly button .,*MOT: shall we do the cheeky monkey song ?	*CHI: mm that's a pretzel .
19738,"*MOT: how much do I owe you for this small one , Mister Pebbleman ?	*CHI: lots of pounds .","*MOT: how much do I owe you for this small one , Mister Pebbleman ?	*CHI: I want to ."
19739,"*MOT: Mister Pebbleman , what could I buy for twenty two pence please ?	*CHI: this little stone .","*MOT: Mister Pebbleman , what could I buy for twenty two pence please ?	*CHI: yeah ice cream ."
19740,*MOT: how much do we owe you ?	*CHI: one two three four five .,"*MOT: how much do we owe you ?	*CHI: baby, on, off ."
19741,*MOT: has the door shut ?	*CHI: yellow boxes yellow boxes .,*MOT: has the door shut ?	*CHI: the lady said that .
19742,*MOT: and what's inside the brown envelopes ?	*CHI: oh this one .,*MOT: and what's inside the brown envelopes ?	*CHI: there we are .
19743,*MOT: what're you looking for ?	*CHI: a beebaa a hat .,*MOT: what're you looking for ?	*CHI: read the helicopter the yyy .
19744,*MOT: what are those ?	*CHI: that big snizzers .,*MOT: what are those ?	*CHI: will he be sleeping there ?
19745,*MOT: what color are the weeds ?	*CHI: ugly and some flowers .,*MOT: what color are the weeds ?	*CHI: because I little boy .
19746,*MOT: and then what have you been doing with them ?	*CHI: there's little ones .,*MOT: and then what have you been doing with them ?	*CHI: I don't know .
19747,*MOT: and what did you say to them ?	*CHI: no don't know .,*MOT: and what did you say to them ?	*CHI: mix the colors up .
19748,*MOT: is that a good idea ?	*CHI: I take these bushes .,*MOT: is that a good idea ?	*CHI: it's a a .
19749,*MOT: did you enjoy that ?	*CHI: and now it's time to pussy cat .,*MOT: did you enjoy that ?	*CHI: oh I think I have another polo .
19750,*MOT: do you remember playing with this last summer ?	*CHI: oh there's a brown nee na there .,*MOT: do you remember playing with this last summer ?	*CHI: and then let's play in the park .
19751,*MOT: what was the story about ?	*CHI: nee na up .,*MOT: what was the story about ?	*CHI: you know what ?
19752,*MOT: oh please may I have one ?	*CHI: course you can .,*MOT: oh please may I have one ?	*CHI: I want my .
19753,*MOT: would you like that ?	*CHI: I not no .,*MOT: would you like that ?	*CHI: on train on .
19754,*MOT: would you be scared ?	*CHI: I will shout “somebody pick me up and put me indoors” .,*MOT: would you be scared ?	*CHI: said if she still going to Bro's school you can go in her classroom .
19755,*MOT: you don't know ?	*CHI: the little bear has got tiny cheese .,*MOT: you don't know ?	*CHI: Little Bo Peep has lost her sheep .
19756,*MOT: shall I put some liquid here ?	*CHI: ah a bubble .,*MOT: shall I put some liquid here ?	*CHI: I know it .
19757,*MOT: can you not reach the bubbles ?	*CHI: oh oh try .,*MOT: can you not reach the bubbles ?	*CHI: want that one .
19758,*MOT: where has Dipsy gone ?	*CHI: eh a down .,*MOT: where has Dipsy gone ?	*CHI: go in there .
19759,*MOT: what're you telling me ?	*CHI: a see saw a bum .,*MOT: what're you telling me ?	*CHI: and bring all the shapes .
19760,*MOT: which seaside was it ?	*CHI: splash a water .,*MOT: which seaside was it ?	*CHI: in my bedroom .
19761,*MOT: what do you have ?	*CHI: a back outside no brush a trees .,*MOT: what do you have ?	*CHI: I don't want to do it .
19762,*MOT: do we hear with our ears ?	*CHI: a more Bow cream .,*MOT: do we hear with our ears ?	*CHI: skip to the loo .
19763,*MOT: and what did the cement mixer do ?	*CHI: round a round .,*MOT: and what did the cement mixer do ?	*CHI: what funny noise ?
19764,*MOT: there should be a mirror there so you can see your face once the doors have sprung open .	*CHI: oh what's this ?,*MOT: there should be a mirror there so you can see your face once the doors have sprung open .	*CHI: I make a basket .
19765,*MOT: what are you doing ?	*CHI: the baby sister's little so I just brushed her head .,*MOT: what are you doing ?	*CHI: and he and like there was all the kind of ghosts .
19766,"*MOT: he finished his bottle ?	*CHI: no, not yet .",*MOT: he finished his bottle ?	*CHI: just there and there .
19767,*MOT: does danny need anything when he goes nightnights ?	*CHI: here you go .,*MOT: does danny need anything when he goes nightnights ?	*CHI: one like it .
19768,*MOT: what are you thinking about ?	*CHI: let's go over here because somebody is coming .,*MOT: what are you thinking about ?	*CHI: when those parts where you mushed that girl .
19769,*MOT: how's your baby doing ?	*CHI: he's not feeling good .,*MOT: how's your baby doing ?	*CHI: I don't want it .
19770,"*MOT: do you think his bottle helped him ?	*CHI: no, not yet .",*MOT: do you think his bottle helped him ?	*CHI: no it's not .
19771,*MOT: I don't know .	*CHI: who did it ?,*MOT: I don't know .	*CHI: a smaller person .
19772,*MOT: who did it ?	*CHI: zero don't know .,*MOT: who did it ?	*CHI: one two three four .
19773,"*MOT: say did you do that , Grandad ?	*CHI: I broken it .","*MOT: say did you do that , Grandad ?	*CHI: do it again ."
19774,"*MOT: what , darling ?	*CHI: please come on .","*MOT: what , darling ?	*CHI: here it go ."
19775,*MOT: what is it ?	*CHI: that a ghost .,*MOT: what is it ?	*CHI: he nibbled hole .
19776,*MOT: where's the train ?	*CHI: zero don't know .,*MOT: where's the train ?	*CHI: I've broken it .
19777,"*MOT: there's no train coming , Fraser ?	*CHI: come to get me .","*MOT: there's no train coming , Fraser ?	*CHI: you fix that one ."
19778,"*MOT: what , darling ?	*CHI: we goes there .","*MOT: what , darling ?	*CHI: do that one ."
19779,"*MOT: you're fixing it ?	*CHI: that's better , Mummy .",*MOT: you're fixing it ?	*CHI: not anything matter with him .
19780,"*MOT: does it pop up ?	*CHI: Mum , watch this .",*MOT: does it pop up ?	*CHI: no I got it .
19781,*MOT: what are they called ?	*CHI: I don't know .,*MOT: what are they called ?	*CHI: I'll help danny .
19782,"*MOT: who was it , Helen ?	*CHI: x wasn't me .","*MOT: who was it , Helen ?	*CHI: can't move this ."
19783,*MOT: what you doing now ?	*CHI: looking at this .,*MOT: what you doing now ?	*CHI: put it in .
19784,*MOT: you have to what ?	*CHI: swap the difference .,*MOT: you have to what ?	*CHI: this is Dingo ?
19785,*MOT: I'm so clever .	*CHI: can you see Winnie the Pooh ?,*MOT: I'm so clever .	*CHI: look what I draw on it .
19786,*MOT: I'm so clever .	*CHI: what's through this one ?,*MOT: I'm so clever .	*CHI: I want to go somewhere .
19787,*MOT: what's the matter ?	*CHI: I don't feel well .,*MOT: what's the matter ?	*CHI: ding a ding a ding !
19788,"*MOT: is there a piece missing from this jigsaw puzzle ?	*CHI: Mummy , you can swap .",*MOT: is there a piece missing from this jigsaw puzzle ?	*CHI: you haven't tasted it .
19789,*MOT: what you making ?	*CHI: it's going the loop .,*MOT: what you making ?	*CHI: going to get your present .
19790,*MOT: what do you do when you have a red light ?	*CHI: I don't know .,*MOT: what do you do when you have a red light ?	*CHI: where's the Daddy ?
19791,*MOT: what page should we read now ?	*CHI: I don't know .,*MOT: what page should we read now ?	*CHI: it was black one .
19792,*MOT: what do you think is going to happen when you push that button ?	*CHI: I don't know .,*MOT: what do you think is going to happen when you push that button ?	*CHI: want to see if .
19793,*MOT: where do you think her purse goes ?	*CHI: right over here .,"*MOT: where do you think her purse goes ?	*CHI: hey , baby ."
19794,*MOT: he's not being a bad boy ?	*CHI: I want you to clean this mess up .,*MOT: he's not being a bad boy ?	*CHI: I wish I could have one of these .
19795,"*MOT: going to bed on the bottom of the stairs .	*CHI: shall we play with Percy , Mummy ?",*MOT: going to bed on the bottom of the stairs .	*CHI: is there room for another one on ?
19796,*MOT: I'm going to make .	*CHI: put it in that box ?,*MOT: I'm going to make .	*CHI: I get to have it .
19797,*MOT: you have to warm it up in your hands .	*CHI: where's white lid ?,*MOT: you have to warm it up in your hands .	*CHI: eh two Smarties gone .
19798,*MOT: I'm putting the playdough away .	*CHI: shall we play with Percy ?,*MOT: I'm putting the playdough away .	*CHI: I taking on the plane .
19799,*MOT: I never fasten my top button for some reason .	*CHI: is it lost there ?,*MOT: I never fasten my top button for some reason .	*CHI: you get a toy .
19800,*MOT: what's the matter ?	*CHI: don't get that out .,*MOT: what's the matter ?	*CHI: I needta get those down .
19801,"*MOT: I think that's a tomato , isn't it ?	*CHI: you got the red ripe strawberry .","*MOT: I think that's a tomato , isn't it ?	*CHI: eee my grandpa and my grandma ."
19802,*MOT: that's got it out .	*CHI: is your button missing there ?,*MOT: that's got it out .	*CHI: it's got some here .
19803,*MOT: have you had enough ?	*CHI: piece of nana .,*MOT: have you had enough ?	*CHI: baby bite Laura .
19804,*MOT: well they are when you maul them about .	*CHI: what's Anna doing there ?,*MOT: well they are when you maul them about .	*CHI: take off all her clothes .
19805,*MOT: can you tell me about your eggs ?	*CHI: I will make .,*MOT: can you tell me about your eggs ?	*CHI: watch drive off .
19806,*MOT: what'd you do at school today ?	*CHI: I had Matthew's shoes on .,*MOT: what'd you do at school today ?	*CHI: so I won't be afraid .
19807,*MOT: can you make scrambled eggs ?	*CHI: no want to making crack .,*MOT: can you make scrambled eggs ?	*CHI: could you plug it in ?
19808,*MOT: remember how Mommy cracks the eggs when we make scrambled eggs ?	*CHI: this can't go .,*MOT: remember how Mommy cracks the eggs when we make scrambled eggs ?	*CHI: who is in there ?
19809,*MOT: where did you play ?	*CHI: I want to crack another .,*MOT: where did you play ?	*CHI: I think you're right .
19810,*MOT: did you see these over here ?	*CHI: they can put em in .,*MOT: did you see these over here ?	*CHI: there's no drains ?
19811,"*MOT: okay , can we find all the red ones ?	*CHI: I make a pile .","*MOT: okay , can we find all the red ones ?	*CHI: no I'm not ."
19812,*MOT: can you put one more on ?	*CHI: I want to knock over my foot .,"*MOT: can you put one more on ?	*CHI: Nin Nin , a big brown bear ."
19813,*MOT: look at that !	*CHI: I knock em over .,*MOT: look at that !	*CHI: it didn't pop .
19814,*MOT: that's a what ?	*CHI: the fire engine .,*MOT: that's a what ?	*CHI: oh yes please .
19815,*MOT: stay right here !	*CHI: see what I got ?,*MOT: stay right here !	*CHI: I want it louder .
19816,*MOT: you don't remember ?	*CHI: .. pancakes and sausages .,*MOT: you don't remember ?	*CHI: don't you dare .
19817,*MOT: how'd you hurt yourself ?	*CHI: I don't know .,*MOT: how'd you hurt yourself ?	*CHI: it goes underground .
19818,*MOT: you'll have to have a shower tonight but we'll only be able to play a couple games .	*CHI: how much four ?,*MOT: you'll have to have a shower tonight but we'll only be able to play a couple games .	*CHI: whoops I forgot !
19819,*MOT: no no no no Chi .	*CHI: Da can we play with the joker ?,"*MOT: no no no no Chi .	*CHI: yeah , because it will be too cold ."
19820,*MOT: do you have any tens ?	*CHI: nope go fish .,*MOT: do you have any tens ?	*CHI: what is that ?
19821,*MOT: it's your turn huh ?	*CHI: do you have any .,*MOT: it's your turn huh ?	*CHI: what else we got ?
19822,*MOT: what did they say ?	*CHI: I don't know .,*MOT: what did they say ?	*CHI: that's the way .
19823,*MOT: how've you got paint on your top ?	*CHI: we were painting .,*MOT: how've you got paint on your top ?	*CHI: Sarah laying down .
19824,"*MOT: yes , darling .	*CHI: have you finished that ?","*MOT: yes , darling .	*CHI: because it doesn't ."
19825,"*MOT: yes , darling .	*CHI: did you get the food out ?","*MOT: yes , darling .	*CHI: I'm going to do this ."
19826,"*MOT: I've not seen that one I don't think .	*CHI: Mummy , is this the mat ?",*MOT: I've not seen that one I don't think .	*CHI: if I take out one page .
19827,*MOT: you can be who ?	*CHI: little Miss Riding Hood .,*MOT: you can be who ?	*CHI: get there find Dimitra .
19828,*MOT: who's this here ?	*CHI: the mousey is scared .,*MOT: who's this here ?	*CHI: I think go there there .
19829,*MOT: and pretty dresses ?	*CHI: I need that .,*MOT: and pretty dresses ?	*CHI: where mine hat ?
